position,rx phyrate,rx mcs,rx nss,noise,avg beacon rssi,diff rx bytes,diff rx packets
"4,-8",38156,4,1,-94,-82,3921828,3173,
"4,-7",0,0,0,0,0,0,0,
"4,-6",0,0,0,0,0,0,0,
"4,-5",0,0,0,0,0,0,0,
"4,-4",0,0,0,0,0,0,0,
"4,-3",0,0,0,0,0,0,0,
"4,-2",0,0,0,0,0,0,0,
"4,-1",0,0,0,0,0,0,0,
"4,0",0,0,0,0,0,0,0,
"4,1",0,0,0,0,0,0,0,
"4,2",0,0,0,0,0,0,0,
"4,3",0,0,0,0,0,0,0,
"4,4",0,0,0,0,0,0,0,
"4,5",0,0,0,0,0,0,0,
"4,6",0,0,0,0,0,0,0,
"4,7",0,0,0,0,0,0,0,
"4,8",0,0,0,0,0,0,0,
"4,9",0,0,0,0,0,0,0,
"4,10",0,0,0,0,0,0,0,
"4,11",0,0,0,0,0,0,0,
"4,12",0,0,0,0,0,0,0,
"4,13",0,0,0,0,0,0,0,
"4,14",0,0,0,0,0,0,0,
"4,15",0,0,0,0,0,0,0,
"4,16",0,0,0,0,0,0,0,
"4,17",0,0,0,0,0,0,0,
"4,18",0,0,0,0,0,0,0,
"4,19",0,0,0,0,0,0,0,
"4,20",0,0,0,0,0,0,0,
"4,21",0,0,0,0,0,0,0,
"4,22",0,0,0,0,0,0,0,
"4,23",0,0,0,0,0,0,0,
"4,24",0,0,0,0,0,0,0,
"4,25",0,0,0,0,0,0,0,
"4,26",0,0,0,0,0,0,0,
"5,-26",0,0,0,0,0,0,0,
"5,-25",24206,2,1,-94,-82,1302744,1054,
"5,-24",37560,4,1,-94,-81,3125844,2529,
"5,-23",42424,4,1,-94,-81,2522676,2041,
"5,-22",40867,4,1,-94,-81,3515184,2844,
"5,-21",41778,4,1,-94,-80,3649908,2953,
"5,-20",25987,3,1,-94,-80,2448516,1981,
"5,-19",27871,3,1,-94,-80,2842800,2300,
"5,-18",28490,3,1,-94,-80,1903440,1540,
"5,-17",16824,2,1,-94,-80,719424,584,
"5,-16",24642,3,1,-94,-80,1724220,1395,
"5,-15",17638,1,1,-94,-80,1748940,1415,
"5,-14",20964,2,1,-94,-80,1894788,1533,
"5,-13",20463,2,1,-94,-80,2087604,1689,
"5,-12",38821,4,1,-94,-81,2172888,1758,
"5,-11",41862,4,1,-94,-81,4080036,3301,
"5,-10",20885,2,1,-94,-81,1765080,1430,
"5,-9",22405,3,1,-94,-82,1218696,986,
"5,-8",0,0,0,0,0,0,0,
"5,-7",0,0,0,0,0,0,0,
"5,-6",0,0,0,0,0,0,0,
"5,-5",0,0,0,0,0,0,0,
"5,-4",0,0,0,0,0,0,0,
"5,-3",0,0,0,0,0,0,0,
"5,-2",0,0,0,0,0,0,0,
"5,-1",0,0,0,0,0,0,0,
"5,0",0,0,0,0,0,0,0,
"5,1",0,0,0,0,0,0,0,
"5,2",0,0,0,0,0,0,0,
"5,3",0,0,0,0,0,0,0,
"5,4",0,0,0,0,0,0,0,
"5,5",0,0,0,0,0,0,0,
"5,6",0,0,0,0,0,0,0,
"5,7",0,0,0,0,0,0,0,
"5,8",0,0,0,0,0,0,0,
"5,9",0,0,0,0,0,0,0,
"5,10",0,0,0,0,0,0,0,
"5,11",0,0,0,0,0,0,0,
"5,12",0,0,0,0,0,0,0,
"5,13",0,0,0,0,0,0,0,
"5,14",0,0,0,0,0,0,0,
"5,15",0,0,0,0,0,0,0,
"5,16",0,0,0,0,0,0,0,
"5,17",0,0,0,0,0,0,0,
"5,18",0,0,0,0,0,0,0,
"5,19",0,0,0,0,0,0,0,
"5,20",0,0,0,0,0,0,0,
"5,21",0,0,0,0,0,0,0,
"5,22",0,0,0,0,0,0,0,
"5,23",0,0,0,0,0,0,0,
"5,24",0,0,0,0,0,0,0,
"5,25",0,0,0,0,0,0,0,
"5,26",0,0,0,0,0,0,0,
"6,-26",0,0,0,0,0,0,0,
"6,-25",0,0,0,0,0,0,0,
"6,-24",0,0,0,0,0,0,0,
"6,-23",7309,0,1,-94,-82,511740,415,
"6,-22",13529,1,1,-94,-82,1014756,821,
"6,-21",32292,4,1,-94,-81,1532712,1242,
"6,-20",34162,4,1,-94,-81,1343568,1088,
"6,-19",29095,3,1,-94,-81,2626500,2125,
"6,-18",27743,3,1,-94,-81,2050524,1659,
"6,-17",26627,3,1,-94,-81,1902204,1539,
"6,-16",26741,3,1,-94,-81,2316264,1874,
"6,-15",27754,3,1,-94,-81,1945464,1574,
"6,-14",40671,4,1,-94,-81,3986100,3225,
"6,-13",27540,3,1,-94,-81,1516608,1228,
"6,-12",27667,3,1,-94,-82,2517732,2037,
"6,-11",13302,0,1,-94,-82,751524,609,
"6,-10",0,0,0,0,0,0,0,
"6,-9",0,0,0,0,0,0,0,
"6,-8",0,0,0,0,0,0,0,
"6,-7",0,0,0,0,0,0,0,
"6,-6",0,0,0,0,0,0,0,
"6,-5",0,0,0,0,0,0,0,
"6,-4",0,0,0,0,0,0,0,
"6,-3",0,0,0,0,0,0,0,
"6,-2",0,0,0,0,0,0,0,
"6,-1",0,0,0,0,0,0,0,
"6,0",0,0,0,0,0,0,0,
"6,1",0,0,0,0,0,0,0,
"6,2",0,0,0,0,0,0,0,
"6,3",0,0,0,0,0,0,0,
"6,4",0,0,0,0,0,0,0,
"6,5",0,0,0,0,0,0,0,
"6,6",0,0,0,0,0,0,0,
"6,7",0,0,0,0,0,0,0,
"6,8",0,0,0,0,0,0,0,
"6,9",0,0,0,0,0,0,0,
"6,10",0,0,0,0,0,0,0,
"6,11",0,0,0,0,0,0,0,
"6,12",0,0,0,0,0,0,0,
"6,13",0,0,0,0,0,0,0,
"6,14",0,0,0,0,0,0,0,
"6,15",0,0,0,0,0,0,0,
"6,16",0,0,0,0,0,0,0,
"6,17",0,0,0,0,0,0,0,
"6,18",0,0,0,0,0,0,0,
"6,19",0,0,0,0,0,0,0,
"6,20",0,0,0,0,0,0,0,
"6,21",0,0,0,0,0,0,0,
"6,22",0,0,0,0,0,0,0,
"6,23",0,0,0,0,0,0,0,
"6,24",0,0,0,0,0,0,0,
"6,25",0,0,0,0,0,0,0,
"6,26",0,0,0,0,0,0,0,
"7,-26",0,0,0,0,0,0,0,
"7,-25",0,0,0,0,0,0,0,
"7,-24",0,0,0,0,0,0,0,
"7,-23",0,0,0,0,0,0,0,
"7,-22",0,0,0,0,0,0,0,
"7,-21",0,0,0,0,0,0,0,
"7,-20",0,0,0,0,0,0,0,
"7,-19",25483,3,1,-94,-82,976440,790,
"7,-18",25555,3,1,-94,-82,1761300,1425,
"7,-17",28562,3,1,-94,-82,2378064,1924,
"7,-16",19215,2,1,-94,-82,1364544,1104,
"7,-15",16651,1,1,-94,-82,936888,758,
"7,-14",0,0,0,0,0,0,0,
"7,-13",0,0,0,0,0,0,0,
"7,-12",0,0,0,0,0,0,0,
"7,-11",0,0,0,0,0,0,0,
"7,-10",0,0,0,0,0,0,0,
"7,-9",0,0,0,0,0,0,0,
"7,-8",0,0,0,0,0,0,0,
"7,-7",0,0,0,0,0,0,0,
"7,-6",0,0,0,0,0,0,0,
"7,-5",0,0,0,0,0,0,0,
"7,-4",0,0,0,0,0,0,0,
"7,-3",0,0,0,0,0,0,0,
"7,-2",0,0,0,0,0,0,0,
"7,-1",0,0,0,0,0,0,0,
"7,0",0,0,0,0,0,0,0,
"7,1",0,0,0,0,0,0,0,
"7,2",0,0,0,0,0,0,0,
"7,3",0,0,0,0,0,0,0,
"7,4",0,0,0,0,0,0,0,
"7,5",0,0,0,0,0,0,0,
"7,6",0,0,0,0,0,0,0,
"7,7",0,0,0,0,0,0,0,
"7,8",0,0,0,0,0,0,0,
"7,9",0,0,0,0,0,0,0,
"7,10",0,0,0,0,0,0,0,
"7,11",0,0,0,0,0,0,0,
"7,12",0,0,0,0,0,0,0,
"7,13",0,0,0,0,0,0,0,
"7,14",0,0,0,0,0,0,0,
"7,15",0,0,0,0,0,0,0,
"7,16",0,0,0,0,0,0,0,
"7,17",0,0,0,0,0,0,0,
"7,18",0,0,0,0,0,0,0,
"7,19",0,0,0,0,0,0,0,
"7,20",0,0,0,0,0,0,0,
"7,21",0,0,0,0,0,0,0,
"7,22",0,0,0,0,0,0,0,
"7,23",0,0,0,0,0,0,0,
"7,24",0,0,0,0,0,0,0,
"7,25",0,0,0,0,0,0,0,
"7,26",0,0,0,0,0,0,0,
"8,-26",0,0,0,0,0,0,0,
"8,-25",0,0,0,0,0,0,0,
"8,-24",0,0,0,0,0,0,0,
"8,-23",0,0,0,0,0,0,0,
"8,-22",0,0,0,0,0,0,0,
"8,-21",0,0,0,0,0,0,0,
"8,-20",0,0,0,0,0,0,0,
"8,-19",0,0,0,0,0,0,0,
"8,-18",0,0,0,0,0,0,0,
"8,-17",0,0,0,0,0,0,0,
"8,-16",0,0,0,0,0,0,0,
"8,-15",0,0,0,0,0,0,0,
"8,-14",0,0,0,0,0,0,0,
"8,-13",0,0,0,0,0,0,0,
"8,-12",0,0,0,0,0,0,0,
"8,-11",0,0,0,0,0,0,0,
"8,-10",0,0,0,0,0,0,0,
"8,-9",0,0,0,0,0,0,0,
"8,-8",0,0,0,0,0,0,0,
"8,-7",0,0,0,0,0,0,0,
"8,-6",0,0,0,0,0,0,0,
"8,-5",0,0,0,0,0,0,0,
"8,-4",0,0,0,0,0,0,0,
"8,-3",0,0,0,0,0,0,0,
"8,-2",0,0,0,0,0,0,0,
"8,-1",0,0,0,0,0,0,0,
"8,0",0,0,0,0,0,0,0,
"8,1",0,0,0,0,0,0,0,
"8,2",0,0,0,0,0,0,0,
"8,3",0,0,0,0,0,0,0,
"8,4",0,0,0,0,0,0,0,
"8,5",0,0,0,0,0,0,0,
"8,6",0,0,0,0,0,0,0,
"8,7",0,0,0,0,0,0,0,
"8,8",0,0,0,0,0,0,0,
"8,9",0,0,0,0,0,0,0,
"8,10",0,0,0,0,0,0,0,
"8,11",0,0,0,0,0,0,0,
"8,12",0,0,0,0,0,0,0,
"8,13",0,0,0,0,0,0,0,
"8,14",0,0,0,0,0,0,0,
"8,15",0,0,0,0,0,0,0,
"8,16",0,0,0,0,0,0,0,
"8,17",0,0,0,0,0,0,0,
"8,18",0,0,0,0,0,0,0,
"8,19",0,0,0,0,0,0,0,
"8,20",0,0,0,0,0,0,0,
"8,21",0,0,0,0,0,0,0,
"8,22",0,0,0,0,0,0,0,
"8,23",0,0,0,0,0,0,0,
"8,24",0,0,0,0,0,0,0,
"8,25",0,0,0,0,0,0,0,
"8,26",0,0,0,0,0,0,0,
"9,-26",0,0,0,0,0,0,0,
"9,-25",0,0,0,0,0,0,0,
"9,-24",0,0,0,0,0,0,0,
"9,-23",0,0,0,0,0,0,0,
"9,-22",0,0,0,0,0,0,0,
"9,-21",0,0,0,0,0,0,0,
"9,-20",0,0,0,0,0,0,0,
"9,-19",0,0,0,0,0,0,0,
"9,-18",0,0,0,0,0,0,0,
"9,-17",0,0,0,0,0,0,0,
"9,-16",0,0,0,0,0,0,0,
"9,-15",0,0,0,0,0,0,0,
"9,-14",0,0,0,0,0,0,0,
"9,-13",0,0,0,0,0,0,0,
"9,-12",0,0,0,0,0,0,0,
"9,-11",0,0,0,0,0,0,0,
"9,-10",0,0,0,0,0,0,0,
"9,-9",0,0,0,0,0,0,0,
"9,-8",0,0,0,0,0,0,0,
"9,-7",0,0,0,0,0,0,0,
"9,-6",0,0,0,0,0,0,0,
"9,-5",0,0,0,0,0,0,0,
"9,-4",0,0,0,0,0,0,0,
"9,-3",0,0,0,0,0,0,0,
"9,-2",0,0,0,0,0,0,0,
"9,-1",0,0,0,0,0,0,0,
"9,0",0,0,0,0,0,0,0,
"9,1",0,0,0,0,0,0,0,
"9,2",0,0,0,0,0,0,0,
"9,3",0,0,0,0,0,0,0,
"9,4",0,0,0,0,0,0,0,
"9,5",0,0,0,0,0,0,0,
"9,6",0,0,0,0,0,0,0,
"9,7",0,0,0,0,0,0,0,
"9,8",0,0,0,0,0,0,0,
"9,9",0,0,0,0,0,0,0,
"9,10",0,0,0,0,0,0,0,
"9,11",0,0,0,0,0,0,0,
"9,12",0,0,0,0,0,0,0,
"9,13",0,0,0,0,0,0,0,
"9,14",0,0,0,0,0,0,0,
"9,15",0,0,0,0,0,0,0,
"9,16",0,0,0,0,0,0,0,
"9,17",0,0,0,0,0,0,0,
"9,18",0,0,0,0,0,0,0,
"9,19",0,0,0,0,0,0,0,
"9,20",0,0,0,0,0,0,0,
"9,21",0,0,0,0,0,0,0,
"9,22",0,0,0,0,0,0,0,
"9,23",0,0,0,0,0,0,0,
"9,24",0,0,0,0,0,0,0,
"9,25",0,0,0,0,0,0,0,
"9,26",0,0,0,0,0,0,0,
"10,-26",0,0,0,0,0,0,0,
"10,-25",0,0,0,0,0,0,0,
"10,-24",0,0,0,0,0,0,0,
"10,-23",0,0,0,0,0,0,0,
"10,-22",0,0,0,0,0,0,0,
"10,-21",0,0,0,0,0,0,0,
"10,-20",0,0,0,0,0,0,0,
"10,-19",0,0,0,0,0,0,0,
"10,-18",0,0,0,0,0,0,0,
"10,-17",0,0,0,0,0,0,0,
"10,-16",0,0,0,0,0,0,0,
"10,-15",0,0,0,0,0,0,0,
"10,-14",0,0,0,0,0,0,0,
"10,-13",0,0,0,0,0,0,0,
"10,-12",0,0,0,0,0,0,0,
"10,-11",0,0,0,0,0,0,0,
"10,-10",0,0,0,0,0,0,0,
"10,-9",0,0,0,0,0,0,0,
"10,-8",0,0,0,0,0,0,0,
"10,-7",0,0,0,0,0,0,0,
"10,-6",0,0,0,0,0,0,0,
"10,-5",0,0,0,0,0,0,0,
"10,-4",0,0,0,0,0,0,0,
"10,-3",0,0,0,0,0,0,0,
"10,-2",0,0,0,0,0,0,0,
"10,-1",0,0,0,0,0,0,0,
"10,0",0,0,0,0,0,0,0,
"10,1",0,0,0,0,0,0,0,
"10,2",0,0,0,0,0,0,0,
"10,3",0,0,0,0,0,0,0,
"10,4",0,0,0,0,0,0,0,
"10,5",0,0,0,0,0,0,0,
"10,6",0,0,0,0,0,0,0,
"10,7",0,0,0,0,0,0,0,
"10,8",0,0,0,0,0,0,0,
"10,9",0,0,0,0,0,0,0,
"10,10",0,0,0,0,0,0,0,
"10,11",0,0,0,0,0,0,0,
"10,12",0,0,0,0,0,0,0,
"10,13",0,0,0,0,0,0,0,
"10,14",0,0,0,0,0,0,0,
"10,15",0,0,0,0,0,0,0,
"10,16",0,0,0,0,0,0,0,
"10,17",0,0,0,0,0,0,0,
"10,18",0,0,0,0,0,0,0,
"10,19",0,0,0,0,0,0,0,
"10,20",0,0,0,0,0,0,0,
"10,21",0,0,0,0,0,0,0,
"10,22",0,0,0,0,0,0,0,
"10,23",0,0,0,0,0,0,0,
"10,24",0,0,0,0,0,0,0,
"10,25",0,0,0,0,0,0,0,
"10,26",0,0,0,0,0,0,0,
"11,-26",0,0,0,0,0,0,0,
"11,-25",0,0,0,0,0,0,0,
"11,-24",0,0,0,0,0,0,0,
"11,-23",0,0,0,0,0,0,0,
"11,-22",0,0,0,0,0,0,0,
"11,-21",0,0,0,0,0,0,0,
"11,-20",0,0,0,0,0,0,0,
"11,-19",0,0,0,0,0,0,0,
"11,-18",0,0,0,0,0,0,0,
"11,-17",0,0,0,0,0,0,0,
"11,-16",0,0,0,0,0,0,0,
"11,-15",0,0,0,0,0,0,0,
"11,-14",0,0,0,0,0,0,0,
"11,-13",0,0,0,0,0,0,0,
"11,-12",0,0,0,0,0,0,0,
"11,-11",0,0,0,0,0,0,0,
"11,-10",0,0,0,0,0,0,0,
"11,-9",0,0,0,0,0,0,0,
"11,-8",0,0,0,0,0,0,0,
"11,-7",0,0,0,0,0,0,0,
"11,-6",0,0,0,0,0,0,0,
"11,-5",0,0,0,0,0,0,0,
"11,-4",0,0,0,0,0,0,0,
"11,-3",0,0,0,0,0,0,0,
"11,-2",0,0,0,0,0,0,0,
"11,-1",0,0,0,0,0,0,0,
"11,0",0,0,0,0,0,0,0,
"11,1",0,0,0,0,0,0,0,
"11,2",0,0,0,0,0,0,0,
"11,3",0,0,0,0,0,0,0,
"11,4",0,0,0,0,0,0,0,
"11,5",0,0,0,0,0,0,0,
"11,6",0,0,0,0,0,0,0,
"11,7",0,0,0,0,0,0,0,
"11,8",0,0,0,0,0,0,0,
"11,9",0,0,0,0,0,0,0,
"11,10",0,0,0,0,0,0,0,
"11,11",0,0,0,0,0,0,0,
"11,12",0,0,0,0,0,0,0,
"11,13",0,0,0,0,0,0,0,
"11,14",0,0,0,0,0,0,0,
"11,15",0,0,0,0,0,0,0,
"11,16",0,0,0,0,0,0,0,
"11,17",0,0,0,0,0,0,0,
"11,18",0,0,0,0,0,0,0,
"11,19",0,0,0,0,0,0,0,
"11,20",0,0,0,0,0,0,0,
"11,21",0,0,0,0,0,0,0,
"11,22",0,0,0,0,0,0,0,
"11,23",0,0,0,0,0,0,0,
"11,24",0,0,0,0,0,0,0,
"11,25",0,0,0,0,0,0,0,
"11,26",0,0,0,0,0,0,0,
"12,-26",0,0,0,0,0,0,0,
"12,-25",0,0,0,0,0,0,0,
"12,-24",0,0,0,0,0,0,0,
"12,-23",0,0,0,0,0,0,0,
"12,-22",0,0,0,0,0,0,0,
"12,-21",0,0,0,0,0,0,0,
"12,-20",0,0,0,0,0,0,0,
"12,-19",0,0,0,0,0,0,0,
"12,-18",0,0,0,0,0,0,0,
"12,-17",0,0,0,0,0,0,0,
"12,-16",0,0,0,0,0,0,0,
"12,-15",0,0,0,0,0,0,0,
"12,-14",0,0,0,0,0,0,0,
"12,-13",0,0,0,0,0,0,0,
"12,-12",0,0,0,0,0,0,0,
"12,-11",0,0,0,0,0,0,0,
"12,-10",0,0,0,0,0,0,0,
"12,-9",0,0,0,0,0,0,0,
"12,-8",0,0,0,0,0,0,0,
"12,-7",0,0,0,0,0,0,0,
"12,-6",0,0,0,0,0,0,0,
"12,-5",0,0,0,0,0,0,0,
"12,-4",0,0,0,0,0,0,0,
"12,-3",0,0,0,0,0,0,0,
"12,-2",0,0,0,0,0,0,0,
"12,-1",0,0,0,0,0,0,0,
"12,0",0,0,0,0,0,0,0,
"12,1",0,0,0,0,0,0,0,
"12,2",0,0,0,0,0,0,0,
"12,3",0,0,0,0,0,0,0,
"12,4",0,0,0,0,0,0,0,
"12,5",0,0,0,0,0,0,0,
"12,6",0,0,0,0,0,0,0,
"12,7",0,0,0,0,0,0,0,
"12,8",0,0,0,0,0,0,0,
"12,9",0,0,0,0,0,0,0,
"12,10",0,0,0,0,0,0,0,
"12,11",0,0,0,0,0,0,0,
"12,12",0,0,0,0,0,0,0,
"12,13",0,0,0,0,0,0,0,
"12,14",0,0,0,0,0,0,0,
"12,15",0,0,0,0,0,0,0,
"12,16",0,0,0,0,0,0,0,
"12,17",0,0,0,0,0,0,0,
"12,18",0,0,0,0,0,0,0,
"12,19",0,0,0,0,0,0,0,
"12,20",0,0,0,0,0,0,0,
"12,21",0,0,0,0,0,0,0,
"12,22",0,0,0,0,0,0,0,
"12,23",0,0,0,0,0,0,0,
"12,24",0,0,0,0,0,0,0,
"12,25",0,0,0,0,0,0,0,
"12,26",0,0,0,0,0,0,0,
"13,-26",0,0,0,0,0,0,0,
"13,-25",0,0,0,0,0,0,0,
"13,-24",0,0,0,0,0,0,0,
"13,-23",0,0,0,0,0,0,0,
"13,-22",0,0,0,0,0,0,0,
"13,-21",0,0,0,0,0,0,0,
"13,-20",0,0,0,0,0,0,0,
"13,-19",0,0,0,0,0,0,0,
"13,-18",0,0,0,0,0,0,0,
"13,-17",0,0,0,0,0,0,0,
"13,-16",0,0,0,0,0,0,0,
"13,-15",0,0,0,0,0,0,0,
"13,-14",0,0,0,0,0,0,0,
"13,-13",0,0,0,0,0,0,0,
"13,-12",0,0,0,0,0,0,0,
"13,-11",0,0,0,0,0,0,0,
"13,-10",0,0,0,0,0,0,0,
"13,-9",0,0,0,0,0,0,0,
"13,-8",0,0,0,0,0,0,0,
"13,-7",0,0,0,0,0,0,0,
"13,-6",0,0,0,0,0,0,0,
"13,-5",0,0,0,0,0,0,0,
"13,-4",0,0,0,0,0,0,0,
"13,-3",0,0,0,0,0,0,0,
"13,-2",0,0,0,0,0,0,0,
"13,-1",0,0,0,0,0,0,0,
"13,0",0,0,0,0,0,0,0,
"13,1",0,0,0,0,0,0,0,
"13,2",0,0,0,0,0,0,0,
"13,3",0,0,0,0,0,0,0,
"13,4",0,0,0,0,0,0,0,
"13,5",0,0,0,0,0,0,0,
"13,6",0,0,0,0,0,0,0,
"13,7",0,0,0,0,0,0,0,
"13,8",0,0,0,0,0,0,0,
"13,9",0,0,0,0,0,0,0,
"13,10",0,0,0,0,0,0,0,
"13,11",0,0,0,0,0,0,0,
"13,12",0,0,0,0,0,0,0,
"13,13",0,0,0,0,0,0,0,
"13,14",0,0,0,0,0,0,0,
"13,15",0,0,0,0,0,0,0,
"13,16",0,0,0,0,0,0,0,
"13,17",0,0,0,0,0,0,0,
"13,18",0,0,0,0,0,0,0,
"13,19",0,0,0,0,0,0,0,
"13,20",0,0,0,0,0,0,0,
"13,21",0,0,0,0,0,0,0,
"13,22",0,0,0,0,0,0,0,
"13,23",0,0,0,0,0,0,0,
"13,24",0,0,0,0,0,0,0,
"13,25",0,0,0,0,0,0,0,
"13,26",0,0,0,0,0,0,0,
"14,-26",0,0,0,0,0,0,0,
"14,-25",0,0,0,0,0,0,0,
"14,-24",0,0,0,0,0,0,0,
"14,-23",0,0,0,0,0,0,0,
"14,-22",0,0,0,0,0,0,0,
"14,-21",0,0,0,0,0,0,0,
"14,-20",0,0,0,0,0,0,0,
"14,-19",0,0,0,0,0,0,0,
"14,-18",0,0,0,0,0,0,0,
"14,-17",0,0,0,0,0,0,0,
"14,-13",0,0,0,0,0,0,0,
"14,-12",0,0,0,0,0,0,0,
"14,-11",0,0,0,0,0,0,0,
"14,-10",0,0,0,0,0,0,0,
"14,-9",0,0,0,0,0,0,0,
"14,-8",0,0,0,0,0,0,0,
"14,-7",0,0,0,0,0,0,0,
"14,-6",0,0,0,0,0,0,0,
"14,-5",0,0,0,0,0,0,0,
"14,-4",0,0,0,0,0,0,0,
"14,-3",0,0,0,0,0,0,0,
"14,-2",0,0,0,0,0,0,0,
"14,-1",0,0,0,0,0,0,0,
"14,0",0,0,0,0,0,0,0,
"14,1",0,0,0,0,0,0,0,
"14,2",0,0,0,0,0,0,0,
"14,3",0,0,0,0,0,0,0,
"14,4",0,0,0,0,0,0,0,
"14,5",0,0,0,0,0,0,0,
"14,6",0,0,0,0,0,0,0,
"14,7",0,0,0,0,0,0,0,
"14,8",0,0,0,0,0,0,0,
"14,9",0,0,0,0,0,0,0,
"14,10",0,0,0,0,0,0,0,
"14,11",0,0,0,0,0,0,0,
"14,12",0,0,0,0,0,0,0,
"14,13",0,0,0,0,0,0,0,
"14,17",0,0,0,0,0,0,0,
"14,18",0,0,0,0,0,0,0,
"14,19",0,0,0,0,0,0,0,
"14,20",0,0,0,0,0,0,0,
"14,21",0,0,0,0,0,0,0,
"14,22",0,0,0,0,0,0,0,
"14,23",0,0,0,0,0,0,0,
"14,24",0,0,0,0,0,0,0,
"14,25",0,0,0,0,0,0,0,
"14,26",0,0,0,0,0,0,0,
"15,-26",0,0,0,0,0,0,0,
"15,-25",0,0,0,0,0,0,0,
"15,-24",0,0,0,0,0,0,0,
"15,-23",0,0,0,0,0,0,0,
"15,-22",0,0,0,0,0,0,0,
"15,-21",0,0,0,0,0,0,0,
"15,-20",0,0,0,0,0,0,0,
"15,-19",0,0,0,0,0,0,0,
"15,-18",0,0,0,0,0,0,0,
"15,-17",0,0,0,0,0,0,0,
"15,-13",0,0,0,0,0,0,0,
"15,-12",0,0,0,0,0,0,0,
"15,-11",0,0,0,0,0,0,0,
"15,-10",0,0,0,0,0,0,0,
"15,-9",0,0,0,0,0,0,0,
"15,-8",0,0,0,0,0,0,0,
"15,-7",0,0,0,0,0,0,0,
"15,-6",0,0,0,0,0,0,0,
"15,-5",0,0,0,0,0,0,0,
"15,-4",0,0,0,0,0,0,0,
"15,-3",0,0,0,0,0,0,0,
"15,-2",0,0,0,0,0,0,0,
"15,-1",0,0,0,0,0,0,0,
"15,0",0,0,0,0,0,0,0,
"15,1",0,0,0,0,0,0,0,
"15,2",0,0,0,0,0,0,0,
"15,3",0,0,0,0,0,0,0,
"15,4",0,0,0,0,0,0,0,
"15,5",0,0,0,0,0,0,0,
"15,6",0,0,0,0,0,0,0,
"15,7",0,0,0,0,0,0,0,
"15,8",0,0,0,0,0,0,0,
"15,9",0,0,0,0,0,0,0,
"15,10",0,0,0,0,0,0,0,
"15,11",0,0,0,0,0,0,0,
"15,12",0,0,0,0,0,0,0,
"15,13",0,0,0,0,0,0,0,
"15,17",0,0,0,0,0,0,0,
"15,18",0,0,0,0,0,0,0,
"15,19",0,0,0,0,0,0,0,
"15,20",0,0,0,0,0,0,0,
"15,21",0,0,0,0,0,0,0,
"15,22",0,0,0,0,0,0,0,
"15,23",0,0,0,0,0,0,0,
"15,24",0,0,0,0,0,0,0,
"15,25",0,0,0,0,0,0,0,
"15,26",0,0,0,0,0,0,0,
"16,-26",0,0,0,0,0,0,0,
"16,-25",0,0,0,0,0,0,0,
"16,-24",0,0,0,0,0,0,0,
"16,-23",0,0,0,0,0,0,0,
"16,-22",0,0,0,0,0,0,0,
"16,-21",0,0,0,0,0,0,0,
"16,-20",0,0,0,0,0,0,0,
"16,-19",0,0,0,0,0,0,0,
"16,-18",0,0,0,0,0,0,0,
"16,-17",0,0,0,0,0,0,0,
"16,-13",0,0,0,0,0,0,0,
"16,-12",0,0,0,0,0,0,0,
"16,-11",0,0,0,0,0,0,0,
"16,-10",0,0,0,0,0,0,0,
"16,-9",0,0,0,0,0,0,0,
"16,-8",0,0,0,0,0,0,0,
"16,-7",0,0,0,0,0,0,0,
"16,-6",0,0,0,0,0,0,0,
"16,-5",0,0,0,0,0,0,0,
"16,-4",0,0,0,0,0,0,0,
"16,-3",0,0,0,0,0,0,0,
"16,-2",0,0,0,0,0,0,0,
"16,-1",0,0,0,0,0,0,0,
"16,0",0,0,0,0,0,0,0,
"16,1",0,0,0,0,0,0,0,
"16,2",0,0,0,0,0,0,0,
"16,3",0,0,0,0,0,0,0,
"16,4",0,0,0,0,0,0,0,
"16,5",0,0,0,0,0,0,0,
"16,6",0,0,0,0,0,0,0,
"16,7",0,0,0,0,0,0,0,
"16,8",0,0,0,0,0,0,0,
"16,9",0,0,0,0,0,0,0,
"16,10",0,0,0,0,0,0,0,
"16,11",0,0,0,0,0,0,0,
"16,12",0,0,0,0,0,0,0,
"16,13",0,0,0,0,0,0,0,
"16,17",0,0,0,0,0,0,0,
"16,18",0,0,0,0,0,0,0,
"16,19",0,0,0,0,0,0,0,
"16,20",0,0,0,0,0,0,0,
"16,21",0,0,0,0,0,0,0,
"16,22",0,0,0,0,0,0,0,
"16,23",0,0,0,0,0,0,0,
"16,24",0,0,0,0,0,0,0,
"16,25",0,0,0,0,0,0,0,
"16,26",0,0,0,0,0,0,0,
"17,-26",0,0,0,0,0,0,0,
"17,-25",0,0,0,0,0,0,0,
"17,-24",0,0,0,0,0,0,0,
"17,-23",0,0,0,0,0,0,0,
"17,-22",0,0,0,0,0,0,0,
"17,-21",0,0,0,0,0,0,0,
"17,-20",0,0,0,0,0,0,0,
"17,-19",0,0,0,0,0,0,0,
"17,-18",0,0,0,0,0,0,0,
"17,-17",0,0,0,0,0,0,0,
"17,-16",0,0,0,0,0,0,0,
"17,-15",0,0,0,0,0,0,0,
"17,-14",0,0,0,0,0,0,0,
"17,-13",0,0,0,0,0,0,0,
"17,-12",0,0,0,0,0,0,0,
"17,-11",0,0,0,0,0,0,0,
"17,-10",0,0,0,0,0,0,0,
"17,-9",0,0,0,0,0,0,0,
