position,rx phyrate,rx mcs,rx nss,noise,avg beacon rssi,diff rx bytes,diff rx packets
"-14,-1",0,0,0,0,0,0,0,
"-14,0",0,0,0,0,0,0,0,
"-14,1",0,0,0,0,0,0,0,
"-14,2",0,0,0,0,0,0,0,
"-14,3",0,0,0,0,0,0,0,
"-14,4",0,0,0,0,0,0,0,
"-14,5",0,0,0,0,0,0,0,
"-14,6",0,0,0,0,0,0,0,
"-14,7",0,0,0,0,0,0,0,
"-14,8",0,0,0,0,0,0,0,
"-14,9",0,0,0,0,0,0,0,
"-14,10",0,0,0,0,0,0,0,
"-14,11",0,0,0,0,0,0,0,
"-14,12",0,0,0,0,0,0,0,
"-14,13",0,0,0,0,0,0,0,
"-14,17",0,0,0,0,0,0,0,
"-14,18",0,0,0,0,0,0,0,
"-14,19",0,0,0,0,0,0,0,
"-14,20",0,0,0,0,0,0,0,
"-14,21",0,0,0,0,0,0,0,
"-14,22",0,0,0,0,0,0,0,
"-14,23",0,0,0,0,0,0,0,
"-14,24",0,0,0,0,0,0,0,
"-14,25",0,0,0,0,0,0,0,
"-14,26",0,0,0,0,0,0,0,
"-13,-26",0,0,0,0,0,0,0,
"-13,-25",0,0,0,0,0,0,0,
"-13,-24",0,0,0,0,0,0,0,
"-13,-23",0,0,0,0,0,0,0,
"-13,-22",0,0,0,0,0,0,0,
"-13,-21",0,0,0,0,0,0,0,
"-13,-20",0,0,0,0,0,0,0,
"-13,-19",0,0,0,0,0,0,0,
"-13,-18",0,0,0,0,0,0,0,
"-13,-17",0,0,0,0,0,0,0,
"-13,-16",0,0,0,0,0,0,0,
"-13,-15",0,0,0,0,0,0,0,
"-13,-14",0,0,0,0,0,0,0,
"-13,-13",0,0,0,0,0,0,0,
"-13,-12",0,0,0,0,0,0,0,
"-13,-11",0,0,0,0,0,0,0,
"-13,-10",0,0,0,0,0,0,0,
"-13,-9",0,0,0,0,0,0,0,
"-13,-8",0,0,0,0,0,0,0,
"-13,-7",0,0,0,0,0,0,0,
"-13,-6",0,0,0,0,0,0,0,
"-13,-5",0,0,0,0,0,0,0,
"-13,-4",0,0,0,0,0,0,0,
"-13,-3",0,0,0,0,0,0,0,
"-13,-2",0,0,0,0,0,0,0,
"-13,-1",0,0,0,0,0,0,0,
"-13,0",0,0,0,0,0,0,0,
"-13,1",0,0,0,0,0,0,0,
"-13,2",0,0,0,0,0,0,0,
"-13,3",0,0,0,0,0,0,0,
"-13,4",0,0,0,0,0,0,0,
"-13,5",0,0,0,0,0,0,0,
"-13,6",0,0,0,0,0,0,0,
"-13,7",0,0,0,0,0,0,0,
"-13,8",0,0,0,0,0,0,0,
"-13,9",0,0,0,0,0,0,0,
"-13,10",0,0,0,0,0,0,0,
"-13,11",0,0,0,0,0,0,0,
"-13,12",0,0,0,0,0,0,0,
"-13,13",0,0,0,0,0,0,0,
"-13,14",0,0,0,0,0,0,0,
"-13,15",0,0,0,0,0,0,0,
"-13,16",0,0,0,0,0,0,0,
"-13,17",0,0,0,0,0,0,0,
"-13,18",0,0,0,0,0,0,0,
"-13,19",0,0,0,0,0,0,0,
"-13,20",0,0,0,0,0,0,0,
"-13,21",0,0,0,0,0,0,0,
"-13,22",0,0,0,0,0,0,0,
"-13,23",0,0,0,0,0,0,0,
"-13,24",0,0,0,0,0,0,0,
"-13,25",0,0,0,0,0,0,0,
"-13,26",0,0,0,0,0,0,0,
"-12,-26",0,0,0,0,0,0,0,
"-12,-25",0,0,0,0,0,0,0,
"-12,-24",0,0,0,0,0,0,0,
"-12,-23",0,0,0,0,0,0,0,
"-12,-22",0,0,0,0,0,0,0,
"-12,-21",0,0,0,0,0,0,0,
"-12,-20",0,0,0,0,0,0,0,
"-12,-19",0,0,0,0,0,0,0,
"-12,-18",0,0,0,0,0,0,0,
"-12,-17",0,0,0,0,0,0,0,
"-12,-16",0,0,0,0,0,0,0,
"-12,-15",0,0,0,0,0,0,0,
"-12,-14",0,0,0,0,0,0,0,
"-12,-13",0,0,0,0,0,0,0,
"-12,-12",0,0,0,0,0,0,0,
"-12,-11",0,0,0,0,0,0,0,
"-12,-10",0,0,0,0,0,0,0,
"-12,-9",0,0,0,0,0,0,0,
"-12,-8",0,0,0,0,0,0,0,
"-12,-7",0,0,0,0,0,0,0,
"-12,-6",0,0,0,0,0,0,0,
"-12,-5",0,0,0,0,0,0,0,
"-12,-4",0,0,0,0,0,0,0,
"-12,-3",0,0,0,0,0,0,0,
"-12,-2",0,0,0,0,0,0,0,
"-12,-1",0,0,0,0,0,0,0,
"-12,0",0,0,0,0,0,0,0,
"-12,1",0,0,0,0,0,0,0,
"-12,2",0,0,0,0,0,0,0,
"-12,3",0,0,0,0,0,0,0,
"-12,4",0,0,0,0,0,0,0,
"-12,5",0,0,0,0,0,0,0,
"-12,6",0,0,0,0,0,0,0,
"-12,7",0,0,0,0,0,0,0,
"-12,8",0,0,0,0,0,0,0,
"-12,9",0,0,0,0,0,0,0,
"-12,10",0,0,0,0,0,0,0,
"-12,11",0,0,0,0,0,0,0,
"-12,12",0,0,0,0,0,0,0,
"-12,13",0,0,0,0,0,0,0,
"-12,14",0,0,0,0,0,0,0,
"-12,15",0,0,0,0,0,0,0,
"-12,16",0,0,0,0,0,0,0,
"-12,17",0,0,0,0,0,0,0,
"-12,18",0,0,0,0,0,0,0,
"-12,19",0,0,0,0,0,0,0,
"-12,20",0,0,0,0,0,0,0,
"-12,21",0,0,0,0,0,0,0,
"-12,22",0,0,0,0,0,0,0,
"-12,23",0,0,0,0,0,0,0,
"-12,24",0,0,0,0,0,0,0,
"-12,25",0,0,0,0,0,0,0,
"-12,26",0,0,0,0,0,0,0,
"-11,-26",0,0,0,0,0,0,0,
"-11,-25",0,0,0,0,0,0,0,
"-11,-24",0,0,0,0,0,0,0,
"-11,-23",0,0,0,0,0,0,0,
"-11,-22",0,0,0,0,0,0,0,
"-11,-21",0,0,0,0,0,0,0,
"-11,-20",0,0,0,0,0,0,0,
"-11,-19",0,0,0,0,0,0,0,
"-11,-18",0,0,0,0,0,0,0,
"-11,-17",0,0,0,0,0,0,0,
"-11,-16",0,0,0,0,0,0,0,
"-11,-15",0,0,0,0,0,0,0,
"-11,-14",0,0,0,0,0,0,0,
"-11,-13",0,0,0,0,0,0,0,
"-11,-12",0,0,0,0,0,0,0,
"-11,-11",0,0,0,0,0,0,0,
"-11,-10",0,0,0,0,0,0,0,
"-11,-9",0,0,0,0,0,0,0,
"-11,-8",0,0,0,0,0,0,0,
"-11,-7",0,0,0,0,0,0,0,
"-11,-6",0,0,0,0,0,0,0,
"-11,-5",0,0,0,0,0,0,0,
"-11,-4",0,0,0,0,0,0,0,
"-11,-3",0,0,0,0,0,0,0,
"-11,-2",0,0,0,0,0,0,0,
"-11,-1",0,0,0,0,0,0,0,
"-11,0",0,0,0,0,0,0,0,
"-11,1",0,0,0,0,0,0,0,
"-11,2",0,0,0,0,0,0,0,
"-11,3",0,0,0,0,0,0,0,
"-11,4",0,0,0,0,0,0,0,
"-11,5",0,0,0,0,0,0,0,
"-11,6",0,0,0,0,0,0,0,
"-11,7",0,0,0,0,0,0,0,
"-11,8",0,0,0,0,0,0,0,
"-11,9",0,0,0,0,0,0,0,
"-11,10",0,0,0,0,0,0,0,
"-11,11",0,0,0,0,0,0,0,
"-11,12",0,0,0,0,0,0,0,
"-11,13",0,0,0,0,0,0,0,
"-11,14",0,0,0,0,0,0,0,
"-11,15",0,0,0,0,0,0,0,
"-11,16",0,0,0,0,0,0,0,
"-11,17",0,0,0,0,0,0,0,
"-11,18",0,0,0,0,0,0,0,
"-11,19",0,0,0,0,0,0,0,
"-11,20",0,0,0,0,0,0,0,
"-11,21",0,0,0,0,0,0,0,
"-11,22",0,0,0,0,0,0,0,
"-11,23",0,0,0,0,0,0,0,
"-11,24",0,0,0,0,0,0,0,
"-11,25",0,0,0,0,0,0,0,
"-11,26",0,0,0,0,0,0,0,
"-10,-26",0,0,0,0,0,0,0,
"-10,-25",0,0,0,0,0,0,0,
"-10,-24",0,0,0,0,0,0,0,
"-10,-23",0,0,0,0,0,0,0,
"-10,-22",0,0,0,0,0,0,0,
"-10,-21",0,0,0,0,0,0,0,
"-10,-20",0,0,0,0,0,0,0,
"-10,-19",0,0,0,0,0,0,0,
"-10,-18",0,0,0,0,0,0,0,
"-10,-17",0,0,0,0,0,0,0,
"-10,-16",0,0,0,0,0,0,0,
"-10,-15",0,0,0,0,0,0,0,
"-10,-14",0,0,0,0,0,0,0,
"-10,-13",0,0,0,0,0,0,0,
"-10,-12",0,0,0,0,0,0,0,
"-10,-11",0,0,0,0,0,0,0,
"-10,-10",0,0,0,0,0,0,0,
"-10,-9",0,0,0,0,0,0,0,
"-10,-8",0,0,0,0,0,0,0,
"-10,-7",0,0,0,0,0,0,0,
"-10,-6",0,0,0,0,0,0,0,
"-10,-5",0,0,0,0,0,0,0,
"-10,-4",0,0,0,0,0,0,0,
"-10,-3",0,0,0,0,0,0,0,
"-10,-2",0,0,0,0,0,0,0,
"-10,-1",0,0,0,0,0,0,0,
"-10,0",0,0,0,0,0,0,0,
"-10,1",0,0,0,0,0,0,0,
"-10,2",0,0,0,0,0,0,0,
"-10,3",0,0,0,0,0,0,0,
"-10,4",0,0,0,0,0,0,0,
"-10,5",0,0,0,0,0,0,0,
"-10,6",0,0,0,0,0,0,0,
"-10,7",0,0,0,0,0,0,0,
"-10,8",0,0,0,0,0,0,0,
"-10,9",0,0,0,0,0,0,0,
"-10,10",0,0,0,0,0,0,0,
"-10,11",0,0,0,0,0,0,0,
"-10,12",0,0,0,0,0,0,0,
"-10,13",0,0,0,0,0,0,0,
"-10,14",0,0,0,0,0,0,0,
"-10,15",0,0,0,0,0,0,0,
"-10,16",0,0,0,0,0,0,0,
"-10,17",0,0,0,0,0,0,0,
"-10,18",0,0,0,0,0,0,0,
"-10,19",0,0,0,0,0,0,0,
"-10,20",0,0,0,0,0,0,0,
"-10,21",0,0,0,0,0,0,0,
"-10,22",0,0,0,0,0,0,0,
"-10,23",0,0,0,0,0,0,0,
"-10,24",0,0,0,0,0,0,0,
"-10,25",0,0,0,0,0,0,0,
"-10,26",0,0,0,0,0,0,0,
"-9,-26",0,0,0,0,0,0,0,
"-9,-25",0,0,0,0,0,0,0,
"-9,-24",0,0,0,0,0,0,0,
"-9,-23",0,0,0,0,0,0,0,
"-9,-22",0,0,0,0,0,0,0,
"-9,-21",0,0,0,0,0,0,0,
"-9,-20",0,0,0,0,0,0,0,
"-9,-19",0,0,0,0,0,0,0,
"-9,-18",0,0,0,0,0,0,0,
"-9,-17",0,0,0,0,0,0,0,
"-9,-16",0,0,0,0,0,0,0,
"-9,-15",0,0,0,0,0,0,0,
"-9,-14",0,0,0,0,0,0,0,
"-9,-13",0,0,0,0,0,0,0,
"-9,-12",0,0,0,0,0,0,0,
"-9,-11",0,0,0,0,0,0,0,
"-9,-10",0,0,0,0,0,0,0,
"-9,-9",0,0,0,0,0,0,0,
"-9,-8",0,0,0,0,0,0,0,
"-9,-7",0,0,0,0,0,0,0,
"-9,-6",0,0,0,0,0,0,0,
"-9,-5",0,0,0,0,0,0,0,
"-9,-4",0,0,0,0,0,0,0,
"-9,-3",0,0,0,0,0,0,0,
"-9,-2",0,0,0,0,0,0,0,
"-9,-1",0,0,0,0,0,0,0,
"-9,0",0,0,0,0,0,0,0,
"-9,1",0,0,0,0,0,0,0,
"-9,2",0,0,0,0,0,0,0,
"-9,3",0,0,0,0,0,0,0,
"-9,4",0,0,0,0,0,0,0,
"-9,5",0,0,0,0,0,0,0,
"-9,6",0,0,0,0,0,0,0,
"-9,7",0,0,0,0,0,0,0,
"-9,8",0,0,0,0,0,0,0,
"-9,9",0,0,0,0,0,0,0,
"-9,10",0,0,0,0,0,0,0,
"-9,11",0,0,0,0,0,0,0,
"-9,12",0,0,0,0,0,0,0,
"-9,13",0,0,0,0,0,0,0,
"-9,14",0,0,0,0,0,0,0,
"-9,15",0,0,0,0,0,0,0,
"-9,16",0,0,0,0,0,0,0,
"-9,17",0,0,0,0,0,0,0,
"-9,18",0,0,0,0,0,0,0,
"-9,19",0,0,0,0,0,0,0,
"-9,20",0,0,0,0,0,0,0,
"-9,21",0,0,0,0,0,0,0,
"-9,22",0,0,0,0,0,0,0,
"-9,23",0,0,0,0,0,0,0,
"-9,24",0,0,0,0,0,0,0,
"-9,25",0,0,0,0,0,0,0,
"-9,26",0,0,0,0,0,0,0,
"-8,-26",0,0,0,0,0,0,0,
"-8,-25",0,0,0,0,0,0,0,
"-8,-24",0,0,0,0,0,0,0,
"-8,-23",0,0,0,0,0,0,0,
"-8,-22",0,0,0,0,0,0,0,
"-8,-21",0,0,0,0,0,0,0,
"-8,-20",0,0,0,0,0,0,0,
"-8,-19",0,0,0,0,0,0,0,
"-8,-18",0,0,0,0,0,0,0,
"-8,-17",0,0,0,0,0,0,0,
"-8,-16",0,0,0,0,0,0,0,
"-8,-15",0,0,0,0,0,0,0,
"-8,-14",0,0,0,0,0,0,0,
"-8,-13",0,0,0,0,0,0,0,
"-8,-12",0,0,0,0,0,0,0,
"-8,-11",0,0,0,0,0,0,0,
"-8,-10",0,0,0,0,0,0,0,
"-8,-9",0,0,0,0,0,0,0,
"-8,-8",0,0,0,0,0,0,0,
"-8,-7",0,0,0,0,0,0,0,
"-8,-6",0,0,0,0,0,0,0,
"-8,-5",0,0,0,0,0,0,0,
"-8,-4",0,0,0,0,0,0,0,
"-8,-3",0,0,0,0,0,0,0,
"-8,-2",0,0,0,0,0,0,0,
"-8,-1",0,0,0,0,0,0,0,
"-8,0",0,0,0,0,0,0,0,
"-8,1",0,0,0,0,0,0,0,
"-8,2",0,0,0,0,0,0,0,
"-8,3",0,0,0,0,0,0,0,
"-8,4",0,0,0,0,0,0,0,
"-8,5",0,0,0,0,0,0,0,
"-8,6",0,0,0,0,0,0,0,
"-8,7",0,0,0,0,0,0,0,
"-8,8",0,0,0,0,0,0,0,
"-8,9",0,0,0,0,0,0,0,
"-8,10",0,0,0,0,0,0,0,
"-8,11",0,0,0,0,0,0,0,
"-8,12",0,0,0,0,0,0,0,
"-8,13",0,0,0,0,0,0,0,
"-8,14",0,0,0,0,0,0,0,
"-8,15",0,0,0,0,0,0,0,
"-8,16",0,0,0,0,0,0,0,
"-8,17",0,0,0,0,0,0,0,
"-8,18",0,0,0,0,0,0,0,
"-8,19",0,0,0,0,0,0,0,
"-8,20",0,0,0,0,0,0,0,
"-8,21",0,0,0,0,0,0,0,
"-8,22",0,0,0,0,0,0,0,
"-8,23",0,0,0,0,0,0,0,
"-8,24",0,0,0,0,0,0,0,
"-8,25",0,0,0,0,0,0,0,
"-8,26",0,0,0,0,0,0,0,
"-7,-26",0,0,0,0,0,0,0,
"-7,-25",0,0,0,0,0,0,0,
"-7,-24",0,0,0,0,0,0,0,
"-7,-23",0,0,0,0,0,0,0,
"-7,-22",0,0,0,0,0,0,0,
"-7,-21",0,0,0,0,0,0,0,
"-7,-20",0,0,0,0,0,0,0,
"-7,-19",0,0,0,0,0,0,0,
"-7,-18",0,0,0,0,0,0,0,
"-7,-17",0,0,0,0,0,0,0,
"-7,-16",0,0,0,0,0,0,0,
"-7,-15",0,0,0,0,0,0,0,
"-7,-14",0,0,0,0,0,0,0,
"-7,-13",0,0,0,0,0,0,0,
"-7,-12",0,0,0,0,0,0,0,
"-7,-11",0,0,0,0,0,0,0,
"-7,-10",0,0,0,0,0,0,0,
"-7,-9",0,0,0,0,0,0,0,
"-7,-8",0,0,0,0,0,0,0,
"-7,-7",0,0,0,0,0,0,0,
"-7,-6",0,0,0,0,0,0,0,
"-7,-5",0,0,0,0,0,0,0,
"-7,-4",0,0,0,0,0,0,0,
"-7,-3",0,0,0,0,0,0,0,
"-7,-2",0,0,0,0,0,0,0,
"-7,-1",0,0,0,0,0,0,0,
"-7,0",0,0,0,0,0,0,0,
"-7,1",0,0,0,0,0,0,0,
"-7,2",0,0,0,0,0,0,0,
"-7,3",0,0,0,0,0,0,0,
"-7,4",0,0,0,0,0,0,0,
"-7,5",0,0,0,0,0,0,0,
"-7,6",0,0,0,0,0,0,0,
"-7,7",0,0,0,0,0,0,0,
"-7,8",0,0,0,0,0,0,0,
"-7,9",0,0,0,0,0,0,0,
"-7,10",0,0,0,0,0,0,0,
"-7,11",0,0,0,0,0,0,0,
"-7,12",0,0,0,0,0,0,0,
"-7,13",0,0,0,0,0,0,0,
"-7,14",0,0,0,0,0,0,0,
"-7,15",26632,3,1,-94,-82,1792380,1455,
"-7,16",31009,3,1,-94,-82,1757592,1422,
"-7,17",31342,3,1,-94,-82,1779840,1440,
"-7,18",30900,3,1,-94,-82,1837968,1488,
"-7,19",27559,3,1,-94,-82,1881192,1522,
"-7,20",0,0,0,0,0,0,0,
"-7,21",0,0,0,0,0,0,0,
"-7,22",0,0,0,0,0,0,0,
"-7,23",0,0,0,0,0,0,0,
"-7,24",0,0,0,0,0,0,0,
"-7,25",0,0,0,0,0,0,0,
"-7,26",0,0,0,0,0,0,0,
"-6,-26",0,0,0,0,0,0,0,
"-6,-25",0,0,0,0,0,0,0,
"-6,-24",0,0,0,0,0,0,0,
"-6,-23",0,0,0,0,0,0,0,
"-6,-22",0,0,0,0,0,0,0,
"-6,-21",0,0,0,0,0,0,0,
"-6,-20",0,0,0,0,0,0,0,
"-6,-19",0,0,0,0,0,0,0,
"-6,-18",0,0,0,0,0,0,0,
"-6,-17",0,0,0,0,0,0,0,
"-6,-16",0,0,0,0,0,0,0,
"-6,-15",0,0,0,0,0,0,0,
"-6,-14",0,0,0,0,0,0,0,
"-6,-13",0,0,0,0,0,0,0,
"-6,-12",0,0,0,0,0,0,0,
"-6,-11",0,0,0,0,0,0,0,
"-6,-10",0,0,0,0,0,0,0,
"-6,-9",0,0,0,0,0,0,0,
"-6,-8",0,0,0,0,0,0,0,
"-6,-7",0,0,0,0,0,0,0,
"-6,-6",0,0,0,0,0,0,0,
"-6,-5",0,0,0,0,0,0,0,
"-6,-4",0,0,0,0,0,0,0,
"-6,-3",0,0,0,0,0,0,0,
"-6,-2",0,0,0,0,0,0,0,
"-6,-1",0,0,0,0,0,0,0,
"-6,0",0,0,0,0,0,0,0,
"-6,1",0,0,0,0,0,0,0,
"-6,2",0,0,0,0,0,0,0,
"-6,3",0,0,0,0,0,0,0,
"-6,4",0,0,0,0,0,0,0,
"-6,5",0,0,0,0,0,0,0,
"-6,6",0,0,0,0,0,0,0,
"-6,7",0,0,0,0,0,0,0,
"-6,8",0,0,0,0,0,0,0,
"-6,9",0,0,0,0,0,0,0,
"-6,10",0,0,0,0,0,0,0,
"-6,11",29230,3,1,-94,-82,1882464,1524,
"-6,12",35986,3,1,-94,-82,1756356,1421,
"-6,13",31565,3,1,-94,-81,1907256,1546,
"-6,14",39865,4,1,-94,-81,1765008,1428,
"-6,15",40286,4,1,-94,-81,1825572,1477,
"-6,16",39728,4,1,-94,-81,1741524,1409,
"-6,17",41033,4,1,-94,-81,1971420,1595,
"-6,18",40099,4,1,-94,-81,1699500,1375,
"-6,19",40236,4,1,-94,-81,1787292,1447,
"-6,20",39839,4,1,-94,-81,1737816,1406,
"-6,21",39835,4,1,-94,-81,1825572,1477,
"-6,22",34722,3,1,-94,-82,1772424,1434,
"-6,23",30627,3,1,-94,-82,1818156,1471,
"-6,24",0,0,0,0,0,0,0,
"-6,25",0,0,0,0,0,0,0,
"-6,26",0,0,0,0,0,0,0,
"-5,-26",0,0,0,0,0,0,0,
"-5,-25",0,0,0,0,0,0,0,
"-5,-24",0,0,0,0,0,0,0,
"-5,-23",0,0,0,0,0,0,0,
"-5,-22",0,0,0,0,0,0,0,
"-5,-21",0,0,0,0,0,0,0,
"-5,-20",0,0,0,0,0,0,0,
"-5,-19",0,0,0,0,0,0,0,
"-5,-18",0,0,0,0,0,0,0,
"-5,-17",0,0,0,0,0,0,0,
"-5,-16",0,0,0,0,0,0,0,
"-5,-15",0,0,0,0,0,0,0,
"-5,-14",0,0,0,0,0,0,0,
"-5,-13",0,0,0,0,0,0,0,
"-5,-12",0,0,0,0,0,0,0,
"-5,-11",0,0,0,0,0,0,0,
"-5,-10",0,0,0,0,0,0,0,
"-5,-9",0,0,0,0,0,0,0,
"-5,-8",0,0,0,0,0,0,0,
"-5,-7",0,0,0,0,0,0,0,
"-5,-6",0,0,0,0,0,0,0,
"-5,-5",0,0,0,0,0,0,0,
"-5,-4",0,0,0,0,0,0,0,
"-5,-3",0,0,0,0,0,0,0,
"-5,-2",0,0,0,0,0,0,0,
"-5,-1",0,0,0,0,0,0,0,
"-5,0",0,0,0,0,0,0,0,
"-5,1",0,0,0,0,0,0,0,
"-5,2",0,0,0,0,0,0,0,
"-5,3",0,0,0,0,0,0,0,
"-5,4",0,0,0,0,0,0,0,
"-5,5",0,0,0,0,0,0,0,
"-5,6",0,0,0,0,0,0,0,
"-5,7",0,0,0,0,0,0,0,
"-5,8",0,0,0,0,0,0,0,
"-5,9",20671,2,1,-94,-82,1813212,1467,
"-5,10",30341,3,1,-94,-81,1773660,1435,
"-5,11",41436,4,1,-94,-81,1784856,1446,
"-5,12",40750,4,1,-94,-81,1692084,1369,
"-5,13",41180,4,1,-94,-80,1767480,1430,
"-5,14",41758,4,1,-94,-80,1831752,1482,
"-5,15",41706,4,1,-94,-80,1841640,1490,
"-5,16",41634,4,1,-94,-80,1718040,1390,
"-5,17",41996,4,1,-94,-80,1851564,1499,
"-5,18",40458,4,1,-94,-80,1758828,1423,
"-5,19",40954,4,1,-94,-80,1813212,1467,
"-5,20",41662,4,1,-94,-80,1758936,1426,
"-5,21",41203,4,1,-94,-80,1708152,1382,
"-5,22",41592,4,1,-94,-81,1813212,1467,
"-5,23",39066,4,1,-94,-81,1795944,1454,
"-5,24",37575,4,1,-94,-81,1748940,1415,
"-5,25",28489,3,1,-94,-82,1816920,1470,
"-5,26",0,0,0,0,0,0,0,
"-4,-26",0,0,0,0,0,0,0,
"-4,-25",0,0,0,0,0,0,0,
"-4,-24",0,0,0,0,0,0,0,
"-4,-23",0,0,0,0,0,0,0,
"-4,-22",0,0,0,0,0,0,0,
"-4,-21",0,0,0,0,0,0,0,
"-4,-20",0,0,0,0,0,0,0,
"-4,-19",0,0,0,0,0,0,0,
"-4,-18",0,0,0,0,0,0,0,
"-4,-17",0,0,0,0,0,0,0,
"-4,-16",0,0,0,0,0,0,0,
"-4,-15",0,0,0,0,0,0,0,
"-4,-14",0,0,0,0,0,0,0,
"-4,-13",0,0,0,0,0,0,0,
"-4,-12",0,0,0,0,0,0,0,
"-4,-11",0,0,0,0,0,0,0,
"-4,-10",0,0,0,0,0,0,0,
"-4,-9",0,0,0,0,0,0,0,
"-4,-8",0,0,0,0,0,0,0,
"-4,-7",0,0,0,0,0,0,0,
"-4,-6",0,0,0,0,0,0,0,
"-4,-5",0,0,0,0,0,0,0,
"-4,-4",0,0,0,0,0,0,0,
"-4,-3",0,0,0,0,0,0,0,
"-4,-2",0,0,0,0,0,0,0,
"-4,-1",0,0,0,0,0,0,0,
"-4,0",0,0,0,0,0,0,0,
"-4,1",0,0,0,0,0,0,0,
"-4,2",0,0,0,0,0,0,0,
"-4,3",0,0,0,0,0,0,0,
"-4,4",0,0,0,0,0,0,0,
"-4,5",0,0,0,0,0,0,0,
"-4,6",0,0,0,0,0,0,0,
"-4,7",0,0,0,0,0,0,0,
"-4,8",36360,4,1,-94,-82,1788492,1447,
"-4,9",38997,4,1,-94,-81,1802124,1459,
"-4,10",41596,4,1,-94,-81,1792200,1450,
"-4,11",40976,4,1,-94,-80,1789728,1448,
"-4,12",40373,4,1,-94,-80,1790964,1449,
"-4,13",41114,4,1,-94,-80,1650060,1335,
"-4,14",41760,4,1,-94,-79,1841640,1490,
"-4,15",41135,4,1,-94,-79,1810740,1465,
"-4,16",41890,4,1,-94,-79,1287948,1043,
"-4,17",41685,4,1,-94,-79,1815684,1469,
"-4,18",40965,4,1,-94,-79,1758936,1426,
"-4,19",41339,4,1,-94,-79,1831752,1482,
"-4,20",41638,4,1,-94,-79,1805796,1461,
"-4,21",41768,4,1,-94,-80,1844148,1493,
"-4,22",41330,4,1,-94,-80,1793436,1451,
"-4,23",41826,4,1,-94,-80,1790964,1449,
"-4,24",41706,4,1,-94,-81,1816920,1470,
"-4,25",39363,4,1,-94,-81,1679760,1360,
"-4,26",39352,4,1,-94,-82,1729308,1403,
"-3,-26",0,0,0,0,0,0,0,
"-3,-25",0,0,0,0,0,0,0,
"-3,-24",0,0,0,0,0,0,0,
"-3,-23",0,0,0,0,0,0,0,
"-3,-22",0,0,0,0,0,0,0,
"-3,-21",0,0,0,0,0,0,0,
"-3,-20",0,0,0,0,0,0,0,
"-3,-19",0,0,0,0,0,0,0,
"-3,-18",0,0,0,0,0,0,0,
"-3,-17",0,0,0,0,0,0,0,
"-3,-16",0,0,0,0,0,0,0,
"-3,-15",0,0,0,0,0,0,0,
"-3,-14",0,0,0,0,0,0,0,
"-3,-13",0,0,0,0,0,0,0,
"-3,-12",0,0,0,0,0,0,0,
"-3,-11",0,0,0,0,0,0,0,
"-3,-10",0,0,0,0,0,0,0,
"-3,-9",0,0,0,0,0,0,0,
"-3,-8",0,0,0,0,0,0,0,
"-3,-7",0,0,0,0,0,0,0,
"-3,-6",0,0,0,0,0,0,0,
"-3,-5",0,0,0,0,0,0,0,
"-3,-4",0,0,0,0,0,0,0,
"-3,-3",0,0,0,0,0,0,0,
"-3,-2",0,0,0,0,0,0,0,
"-3,-1",0,0,0,0,0,0,0,
"-3,0",0,0,0,0,0,0,0,
"-3,1",0,0,0,0,0,0,0,
"-3,2",0,0,0,0,0,0,0,
"-3,3",0,0,0,0,0,0,0,
"-3,4",0,0,0,0,0,0,0,
"-3,5",0,0,0,0,0,0,0,
"-3,6",31675,2,1,-94,-82,1912092,1547,
"-3,7",39902,4,1,-94,-81,1704516,1381,
"-3,8",41701,4,1,-94,-81,1667364,1349,
"-3,9",41079,4,1,-94,-80,1729164,1399,
"-3,10",42193,4,1,-94,-80,1799616,1456,
"-3,11",42007,4,1,-94,-79,1829280,1480,
"-3,12",41232,4,1,-94,-79,1887372,1527,
"-3,13",42084,4,1,-94,-79,1841640,1490,
"-3,14",41441,4,1,-94,-78,1867632,1512,
"-3,15",42277,4,1,-94,-78,1798380,1455,
"-3,16",42064,4,1,-94,-78,1835568,1488,
"-3,17",41431,4,1,-94,-78,1849056,1496,
"-3,18",42479,4,1,-94,-78,1729164,1399,
"-3,19",41642,4,1,-94,-78,1699536,1376,
"-3,20",42061,4,1,-94,-78,1783548,1443,
"-3,21",41700,4,1,-94,-79,1849056,1496,
"-3,22",42268,4,1,-94,-79,1828044,1479,
"-3,23",41267,4,1,-94,-79,1742796,1411,
"-3,24",40932,4,1,-94,-80,1925832,1562,
"-3,25",41555,4,1,-94,-80,1850292,1497,
"-3,26",41073,4,1,-94,-81,1915800,1550,
"-2,-26",0,0,0,0,0,0,0,
"-2,-25",0,0,0,0,0,0,0,
"-2,-24",0,0,0,0,0,0,0,
"-2,-23",0,0,0,0,0,0,0,
"-2,-22",0,0,0,0,0,0,0,
"-2,-21",0,0,0,0,0,0,0,
"-2,-20",0,0,0,0,0,0,0,
"-2,-19",0,0,0,0,0,0,0,
"-2,-18",0,0,0,0,0,0,0,
"-2,-17",0,0,0,0,0,0,0,
"-2,-16",0,0,0,0,0,0,0,
"-2,-15",0,0,0,0,0,0,0,
"-2,-14",0,0,0,0,0,0,0,
"-2,-13",0,0,0,0,0,0,0,
"-2,-12",0,0,0,0,0,0,0,
"-2,-11",0,0,0,0,0,0,0,
"-2,-10",0,0,0,0,0,0,0,
"-2,-9",0,0,0,0,0,0,0,
"-2,-8",0,0,0,0,0,0,0,
"-2,-7",0,0,0,0,0,0,0,
